raw_id,size,max,sat,scale,exp
10,1x1x1024x256,0.20281377 0.21347392 0.21317597 0.22818597 0.2994481 0.23691356 0.20949583 0.22201218 0.20329393 0.19182311 0.17894472 0.19614777 0.24093148 0.22016619 0.16140851 0.19340588 0.17267156 0.20315287 0.2546779 0.20057808 0.255255 0.20464386 0.25368503 0.21790011 0.25284898 0.19750865 0.17634034 0.32031298 0.21583067 0.21663961 0.21890497 0.21928552 0.18362026 0.24937825 0.21147677 0.26551798 0.21040533 0.1863547 0.27937275 0.24065402 0.23624642 0.26949447 0.20920128 0.23209077 0.2161697 0.19311185 0.19230422 0.2356585 0.1976213 0.2245768 0.20675139 0.24611075 0.17960751 0.20349054 0.20968936 0.23346227 0.2266563 0.2558411 0.19453701 0.20622253 0.23028477 0.2234671 0.18982251 0.19317113 0.20408212 0.2026912 0.16769058 0.21963714 0.21597096 0.2228279 0.17786998 0.29364833 0.22625487 0.2534717 0.18321592 0.20798548 0.25384647 0.1908448 0.17906 0.30613434 0.30366874 0.26708204 0.20589283 0.18221134 0.2124684 0.24498136 0.22802603 0.28745586 0.2244833 0.25362173 0.1993471 0.21923202 0.2841893 0.23237298 0.21675403 0.23435125 0.20697278 0.2210216 0.17001927 0.2118094 0.20742728 0.22743101 0.2287255 0.25913605 0.1864315 0.30819753 0.20231068 0.19374086 0.25445193 0.24575347 0.17205428 0.2308752 0.20093504 0.27621645 0.23392811 0.23722456 0.2453909 0.19917834 0.20888266 0.19102232 0.22327593 0.2001194 0.18033014 0.20087226 0.21771139 0.22978394 0.20267394 0.25005734 0.17683935 0.21630065 0.27024055 0.21676873 0.21939923 0.25506762 0.34613708 0.219278 0.21494341 0.20028566 0.20644733 0.15606703 0.198059 0.25815842 0.22254582 0.2904881 0.23770612 0.245672 0.20934515 0.22243561 0.2826141 0.21158057 0.23618172 0.20501016 0.21523829 0.2518435 0.19403926 0.16773984 0.19320367 0.20267148 0.23043561 0.20696005 0.25816792 0.2269639 0.19933169 0.21550503 0.22401617 0.2631377 0.24857357 0.23679243 0.18456005 0.2571726 0.24014807 0.25268602 0.25179937 0.21112864 0.23972362 0.20243987 0.25173077 0.26753142 0.22835211 0.22722442 0.18739013 0.21579607 0.19520696 0.32007927 0.25815475 0.2587427 0.38347954 0.23980823 0.19968721 0.22476114 0.22446588 0.2145094 0.24322623 0.23895274 0.21173856 0.22000828 0.22748917 0.21385515 0.17860445 0.27086136 0.22046019 0.28551337 0.2163362 0.26376086 0.19891433 0.21658759 0.20410308 0.18702137 0.22655505 0.20067866 0.17074697 0.21942313 0.25722587 0.22370766 0.2767021 0.17637178 0.23736383 0.19717927 0.21132757 0.30199295 0.21866265 0.22059214 0.18064594 0.25530988 0.22005115 0.19162782 0.22014426 0.21175054 0.1972688 0.20393421 0.20819463 0.2082898 0.22878204 0.24129446 0.20888439 0.20524874 0.19513498 0.20562954 0.19509171 0.21628611 0.19911237 0.2089531 0.18695585 0.18866535 0.21740691 0.17950639 0.20688377 0.24450779 0.20554636 0.25093395 0.19432895 0.20081162 0.2082655 0.17756608 0.23845449 0.2109782,0.20278902 0.21344785 0.21314995 0.22815812 0.29941157 0.23688464 0.20947026 0.22198507 0.20326912 0.1917997 0.17892289 0.19612382 0.24090208 0.22013932 0.16138881 0.19338228 0.17265049 0.20312807 0.2546468 0.20055361 0.25522384 0.20461889 0.25365406 0.21787353 0.2528181 0.19748455 0.17631882 0.3202739 0.21580434 0.21661316 0.21887825 0.21925876 0.18359785 0.2493478 0.21145096 0.26548555 0.21037966 0.18633196 0.27933866 0.24062465 0.23621759 0.2694616 0.20917574 0.23206244 0.21614331 0.1930883 0.19228075 0.23562974 0.19759719 0.22454938 0.20672615 0.24608073 0.17958559 0.20346572 0.20966376 0.23343378 0.22662863 0.2558099 0.19451326 0.20619737 0.23025666 0.22343983 0.18979935 0.19314755 0.2040572 0.20266646 0.1676701 0.21961033 0.2159446 0.2228007 0.17784826 0.29361248 0.22622725 0.25344077 0.18319356 0.20796008 0.2538155 0.19082151 0.17903815 0.306097 0.3036317 0.26704946 0.2058677 0.18218909 0.21244247 0.24495146 0.22799821 0.28742078 0.22445591 0.2535908 0.19932278 0.21920528 0.28415462 0.23234463 0.21672758 0.23432264 0.20694752 0.22099462 0.16999851 0.21178356 0.20740196 0.22740327 0.22869757 0.25910443 0.18640874 0.30815992 0.20228599 0.19371723 0.25442088 0.24572349 0.17203328 0.23084702 0.20091052 0.27618274 0.23389956 0.23719561 0.24536096 0.19915402 0.20885718 0.190999 0.22324869 0.20009498 0.18030813 0.20084774 0.21768482 0.2297559 0.2026492 0.25002682 0.17681776 0.21627426 0.27020758 0.21674226 0.21937245 0.2550365 0.34609482 0.21925123 0.21491717 0.2002612 0.20642214 0.15604798 0.19803482 0.2581269 0.22251867 0.29045266 0.23767711 0.24564202 0.2093196 0.22240847 0.2825796 0.21155475 0.23615289 0.20498514 0.21521202 0.25181276 0.19401558 0.16771936 0.19318008 0.20264675 0.23040748 0.2069348 0.25813642 0.22693619 0.19930737 0.21547873 0.22398885 0.2631056 0.24854323 0.23676352 0.18453753 0.25714123 0.24011876 0.2526552 0.25176865 0.21110287 0.23969436 0.20241517 0.25170004 0.2674988 0.22832425 0.2271967 0.18736728 0.21576972 0.19518314 0.32004023 0.25812325 0.25871113 0.38343272 0.23977897 0.19966283 0.22473371 0.22443847 0.21448322 0.24319655 0.23892358 0.21171272 0.21998143 0.22746141 0.21382904 0.17858265 0.2708283 0.2204333 0.28547853 0.2163098 0.26372868 0.19889006 0.21656115 0.20407818 0.18699856 0.2265274 0.20065418 0.17072612 0.21939635 0.25719446 0.22368036 0.27666834 0.17635025 0.23733486 0.1971552 0.21130177 0.30195612 0.21863596 0.22056523 0.18062389 0.2552787 0.2200243 0.19160442 0.22011739 0.2117247 0.19724473 0.20390932 0.20816922 0.20826438 0.22875413 0.24126501 0.20885889 0.2052237 0.19511117 0.20560445 0.1950679 0.2162597 0.19908808 0.20892759 0.18693304 0.18864232 0.21738039 0.17948449 0.20685852 0.24447796 0.20552127 0.25090334 0.19430524 0.20078713 0.20824009 0.1775444 0.23842539 0.21095245,,
14,3x3x256x256,0.0027008932 0.0038325998 0.0027337766 0.003995909 0.004160708 0.0028058626 0.0024843211 0.0032930262 0.0036047476 0.0030665381 0.0033960715 0.0035746123 0.0036210152 0.0034104567 0.0030708483 0.0058924314 0.004053986 0.0036381925 0.003552272 0.0042401915 0.0041015116 0.0052124495 0.005921579 0.003603819 0.0030030438 0.0034756793 0.0033358615 0.0033833864 0.0046004034 0.003964362 0.0026901711 0.0039416496 0.004010484 0.0030976373 0.004200001 0.0051872446 0.003347241 0.0031963359 0.004313114 0.0029988834 0.0027081796 0.0031374556 0.0037926263 0.0029399467 0.002391731 0.0031995594 0.0028537414 0.0029385493 0.004353417 0.0038783744 0.004635135 0.0025188564 0.0041988064 0.0031121832 0.003260356 0.0024472887 0.002953995 0.0045361426 0.0039074807 0.0024987278 0.0040382682 0.0039323573 0.0029150785 0.0033302428 0.0027180251 0.0038086108 0.0044217464 0.0031270785 0.0033615276 0.0034837758 0.0032788876 0.0035796948 0.004253702 0.0023879951 0.003260841 0.006124989 0.0036685944 0.003736124 0.0026233597 0.00366507 0.0032294504 0.003838067 0.0036441032 0.004346724 0.0043080617 0.003396607 0.0035458086 0.0040991027 0.006164778 0.0033857033 0.0033594687 0.0035475148 0.0028510178 0.0025670277 0.004265947 0.0038217818 0.0043336465 0.0037626736 0.0035248997 0.0038197576 0.0038746465 0.0027438647 0.0034345035 0.003388926 0.0031899605 0.0026451934 0.0037908969 0.0036672426 0.0030879388 0.003174894 0.004285534 0.003953016 0.003278498 0.0041443366 0.0035524913 0.003196275 0.0032012165 0.003393253 0.004269635 0.0032656759 0.0028787577 0.003260892 0.003288487 0.0067979125 0.0039641494 0.008317298 0.0037660648 0.0028903931 0.0035714689 0.0044527557 0.004114895 0.0032668835 0.004617628 0.005328918 0.0027392653 0.00392699 0.0035545137 0.0029899303 0.0038261635 0.0044881133 0.0034831585 0.0033421349 0.0036699774 0.00336412 0.0033759149 0.003373326 0.0035109543 0.0032390587 0.004638383 0.003008445 0.0037247124 0.0029406128 0.0035460403 0.002532781 0.0026365782 0.0032337683 0.003965273 0.0030803992 0.0030137566 0.003118112 0.006946558 0.0020789786 0.004312257 0.006868155 0.001989576 0.003990087 0.003703703 0.004211637 0.0048741144 0.0043252325 0.004115121 0.0036831677 0.0026725454 0.0040579494 0.003507894 0.003177768 0.0049214545 0.004622584 0.003438086 0.004255924 0.0036655029 0.0035859453 0.0035942357 0.003406539 0.0063285492 0.0035090214 0.0050549386 0.0033116073 0.0034687987 0.0042467387 0.0038726209 0.0048742015 0.002968027 0.0030013113 0.0034809667 0.0033751153 0.0031346402 0.0034591057 0.0030967928 0.0026966967 0.003689194 0.0042088963 0.0055413237 0.0029139982 0.0054488094 0.0035477732 0.008546647 0.003664899 0.0048583825 0.0048178616 0.0029914926 0.0034294494 0.0033097507 0.003097364 0.004417519 0.0035054921 0.0032964624 0.002511884 0.0037594675 0.0037309383 0.004044185 0.005222245 0.0030886794 0.003787422 0.0029794895 0.0025247836 0.0026549415 0.006431694 0.0053702616 0.0040190136 0.0030639262 0.0033404408 0.004341861 0.0029900286 0.0033825324 0.0030169345 0.0037547448 0.004193363 0.0034921875 0.0036296523 0.0029541405 0.0034069319 0.0031660425 0.0038125874 0.0030033274 0.00323939 0.0031000401 0.004260167 0.004249664 0.0033211224 0.004001714 0.003272672 0.0035942611 0.0034561944 0.003586628 0.0029952202,0.0027005638 0.003832132 0.002733443 0.0039954213 0.0041602 0.0028055203 0.002484018 0.0032926244 0.0036043075 0.0030661637 0.003395657 0.0035741762 0.0036205733 0.0034100406 0.0030704737 0.005891712 0.004053491 0.0036377485 0.0035518385 0.0042396737 0.004101011 0.0052118134 0.0059208563 0.0036033792 0.0030026773 0.003475255 0.0033354545 0.0033829734 0.0045998422 0.0039638784 0.0026898428 0.0039411685 0.0040099947 0.0030972594 0.0041994886 0.0051866113 0.0033468325 0.0031959456 0.0043125874 0.0029985174 0.0027078493 0.0031370728 0.0037921635 0.002939588 0.0023914392 0.003199169 0.002853393 0.0029381905 0.0043528858 0.003877901 0.0046345694 0.0025185489 0.0041982937 0.0031118032 0.003259958 0.00244699 0.0029536344 0.004535589 0.003907004 0.002498423 0.004037775 0.0039318777 0.0029147228 0.0033298365 0.0027176936 0.0038081459 0.0044212067 0.003126697 0.0033611173 0.0034833506 0.0032784876 0.0035792578 0.0042531826 0.0023877039 0.003260443 0.0061242417 0.0036681467 0.0037356678 0.0026230395 0.0036646228 0.0032290565 0.0038375985 0.0036436585 0.0043461937 0.004307536 0.0033961923 0.003545376 0.004098602 0.006164026 0.0033852903 0.0033590586 0.0035470817 0.0028506697 0.0025667145 0.004265426 0.0038213155 0.0043331175 0.0037622144 0.0035244697 0.0038192915 0.0038741736 0.0027435299 0.0034340844 0.0033885122 0.0031895712 0.0026448707 0.0037904342 0.003666795 0.003087562 0.0031745066 0.004285011 0.0039525335 0.0032780978 0.004143831 0.0035520578 0.0031958849 0.0032008258 0.003392839 0.0042691138 0.0032652775 0.0028784063 0.003260494 0.0032880858 0.006797083 0.0039636656 0.008316283 0.0037656052 0.0028900404 0.003571033 0.0044522122 0.0041143927 0.0032664847 0.0046170647 0.005328268 0.002738931 0.003926511 0.00355408 0.0029895655 0.0038256967 0.0044875657 0.0034827336 0.003341727 0.0036695297 0.0033637092 0.003375503 0.0033729144 0.0035105257 0.0032386633 0.0046378174 0.0030080779 0.0037242577 0.0029402538 0.0035456077 0.0025324721 0.0026362564 0.0032333736 0.003964789 0.0030800235 0.003013389 0.0031177313 0.0069457106 0.002078725 0.0043117306 0.006867317 0.0019893332 0.0039896006 0.0037032508 0.004211123 0.0048735193 0.004324705 0.0041146185 0.0036827184 0.0026722192 0.0040574544 0.003507466 0.0031773804 0.004920854 0.00462202 0.0034376665 0.004255404 0.0036650554 0.0035855079 0.003593797 0.0034061235 0.006327777 0.003508593 0.0050543216 0.003311203 0.0034683754 0.0042462205 0.0038721482 0.0048736064 0.002967665 0.003000945 0.003480542 0.0033747035 0.0031342576 0.0034586836 0.003096415 0.0026963677 0.003688744 0.0042083827 0.005540647 0.0029136424 0.0054481444 0.0035473404 0.008545604 0.0036644517 0.0048577893 0.004817274 0.0029911275 0.003429031 0.0033093467 0.003096986 0.0044169803 0.0035050642 0.00329606 0.0025115777 0.0037590088 0.0037304831 0.0040436913 0.005221608 0.0030883024 0.00378696 0.002979126 0.0025244753 0.0026546177 0.0064309095 0.005369606 0.004018523 0.0030635523 0.003340033 0.004341331 0.0029896635 0.0033821196 0.0030165662 0.0037542866 0.004192851 0.0034917612 0.0036292095 0.00295378 0.003406516 0.0031656562 0.003812122 0.003002961 0.0032389946 0.0030996618 0.0042596473 0.0042491453 0.003320717 0.0040012253 0.0032722724 0.0035938225 0.0034557728 0.0035861903 0.0029948547,,
20,3x3x256x256,0.09224866 0.25623554 0.12521182 0.11645732 0.1008231 0.11232344 0.12080611 0.100654185 0.08536031 0.06587499 0.17156854 0.05830262 0.09832753 0.114880934 0.123352654 0.08851944 0.062007267 0.099667 0.07769184 0.092926934 0.14309035 0.09671128 0.19036408 0.112699166 0.101577744 0.06513241 0.0840772 0.13193259 0.08890115 0.09642439 0.10640993 0.10312535 0.13136023 0.08924701 0.090740874 0.113895215 0.09899851 0.05801969 0.08687496 0.108501025 0.11525733 0.1279523 0.15652394 0.066661365 0.0825063 0.07352804 0.09298588 0.18430832 0.17221156 0.0806816 0.0838818 0.12621264 0.09546953 0.08231467 0.092772745 0.10686186 0.09204013 0.07613723 0.091428 0.15854906 0.08506109 0.08771758 0.16104937 0.09504455 0.068082 0.12579076 0.12649763 0.08166625 0.08103826 0.10497229 0.18699642 0.14461876 0.110783994 0.08796195 0.10160133 0.102497995 0.09025768 0.09519141 0.07472493 0.13017431 0.11105887 0.083942726 0.09499443 0.06935612 0.06305305 0.11465967 0.085920826 0.09822196 0.061376113 0.11858368 0.10106132 0.08170531 0.10839315 0.084268644 0.17514056 0.110431634 0.10359545 0.112502165 0.046468563 0.09335368 0.05256338 0.08923423 0.4314035 0.046203684 0.08406051 0.08379166 0.123992026 0.11637292 0.09618102 0.09471406 0.079477236 0.0998483 0.08335864 0.12510894 0.17181084 0.088512674 0.11604297 0.14101353 0.06924627 0.07146357 0.16854359 0.09243594 0.10062384 0.046019066 0.07743356 0.06929951 0.09625135 0.15193397 0.21383783 0.06470948 0.08316334 0.12839204 0.12612331 0.06886702 0.17468996 0.10335861 0.062058732 0.089477 0.11019272 0.13691029 0.102610715 0.09726375 0.2598887 0.13564877 0.08621647 0.18518165 0.11476274 0.08457308 0.19313516 0.12092227 0.15243778 0.05006633 0.09670974 0.13375224 0.061450914 0.18890522 0.07607352 0.14033996 0.08455946 0.105100065 0.09171523 0.09415728 0.08597713 0.09964057 0.12495888 0.113841355 0.09853748 0.1568451 0.09221077 0.067946464 0.08541925 0.09280034 0.09538322 0.17012474 0.124368176 0.06757179 0.11921789 0.10820065 0.13919364 0.07728743 0.1101298 0.07091846 0.086491644 0.1551363 0.10972776 0.11516902 0.13726825 0.11383503 0.11129773 0.105191804 0.12935312 0.11056605 0.0965673 0.08090857 0.13134962 0.099942535 0.13321914 0.10896621 0.16186003 0.07808702 0.16206543 0.13431284 0.09600784 0.114183895 0.14312789 0.090710245 0.17048459 0.084758565 0.10361304 0.09619284 0.080274984 0.14337213 0.09288622 0.100580685 0.08819306 0.11924251 0.107341506 0.09187033 0.14228904 0.1227435 0.07286789 0.17390868 0.0788047 0.08132024 0.04507471 0.09028929 0.13120344 0.12516382 0.08901723 0.10000206 0.10935813 0.07365322 0.14680223 0.13891605 0.07274869 0.079615586 0.11118249 0.11161163 0.14001624 0.11101947 0.11568993 0.17152113 0.163871 0.08753325 0.12517196 0.08473603 0.21864985 0.10771114 0.08098874 0.10873532 0.09100742 0.14512834 0.15296724 0.12004951 0.21844499 0.120458186,0.092237405 0.25620425 0.12519653 0.11644311 0.10081079 0.11230973 0.12079137 0.100641906 0.085349895 0.06586695 0.1715476 0.058295503 0.09831554 0.11486692 0.123337604 0.088508636 0.061999697 0.09965484 0.07768236 0.092915595 0.14307289 0.096699476 0.19034085 0.11268541 0.101565346 0.06512446 0.08406694 0.1319165 0.0888903 0.09641262 0.10639694 0.103112765 0.1313442 0.08923612 0.090729795 0.11388132 0.09898643 0.058012612 0.08686436 0.108487785 0.11524326 0.12793668 0.15650484 0.06665323 0.082496226 0.07351906 0.092974536 0.18428582 0.17219053 0.08067176 0.083871566 0.12619725 0.095457874 0.08230462 0.09276143 0.10684881 0.0920289 0.07612794 0.09141684 0.15852971 0.0850507 0.08770687 0.16102971 0.09503295 0.06807369 0.12577541 0.12648219 0.08165629 0.081028365 0.10495947 0.1869736 0.1446011 0.11077048 0.08795121 0.101588935 0.102485485 0.09024666 0.095179796 0.07471581 0.13015842 0.111045316 0.08393248 0.09498284 0.06934766 0.06304535 0.114645675 0.085910335 0.09820997 0.061368626 0.1185692 0.10104898 0.08169533 0.108379915 0.084258355 0.17511918 0.110418156 0.10358281 0.11248843 0.04646289 0.09334229 0.052556966 0.08922335 0.43135086 0.046198048 0.08405025 0.083781436 0.12397689 0.11635872 0.09616928 0.0947025 0.079467535 0.09983612 0.08334846 0.12509368 0.17178987 0.08850187 0.11602881 0.14099632 0.06923781 0.07145485 0.16852301 0.09242466 0.10061156 0.046013452 0.0774241 0.069291055 0.09623961 0.15191542 0.21381173 0.06470158 0.083153196 0.12837638 0.12610792 0.068858616 0.17466865 0.103346 0.06205116 0.08946609 0.110179275 0.13689357 0.10259819 0.097251885 0.259857 0.13563222 0.08620595 0.18515906 0.11474873 0.084562756 0.19311158 0.120907515 0.15241916 0.05006022 0.09669794 0.13373591 0.061443415 0.18888217 0.07606424 0.14032282 0.084549144 0.10508724 0.09170403 0.09414578 0.08596663 0.09962841 0.12494363 0.11382747 0.09852546 0.15682596 0.09219951 0.06793817 0.08540883 0.09278902 0.095371574 0.17010397 0.124353 0.06756354 0.11920334 0.10818744 0.13917665 0.077277996 0.11011636 0.07090981 0.086481094 0.15511738 0.10971437 0.11515496 0.1372515 0.11382114 0.111284144 0.10517897 0.12933733 0.11055256 0.096555516 0.08089869 0.13133359 0.09993034 0.13320288 0.10895291 0.16184029 0.07807749 0.16204564 0.13429645 0.09599613 0.114169955 0.14311042 0.09069917 0.17046377 0.084748216 0.1036004 0.0961811 0.08026519 0.14335464 0.09287488 0.100568414 0.0881823 0.11922796 0.1073284 0.09185912 0.14227167 0.12272853 0.072859004 0.17388745 0.07879508 0.08131032 0.04506921 0.09027827 0.13118744 0.12514855 0.089006364 0.099989854 0.10934478 0.07364423 0.1467843 0.1388991 0.07273982 0.07960587 0.11116892 0.11159801 0.13999917 0.11100592 0.115675814 0.17150019 0.16385101 0.08752257 0.12515669 0.084725685 0.21862318 0.107697986 0.08097886 0.10872205 0.09099632 0.14511064 0.15294857 0.12003485 0.21841833 0.120443486,,
29,3x3x256x192,0.00919089 0.022310723 0.012003533 0.01312885 0.013844061 0.010072481 0.013379232 0.012830468 0.010683087 0.009490014 0.008126989 0.010635851 0.023198802 0.019635063 0.010149299 0.016751023 0.01428446 0.01823562 0.01235745 0.01148361 0.011160885 0.009235664 0.023407657 0.010536916 0.015077853 0.011657164 0.012028027 0.013137504 0.012420032 0.01022913 0.010494603 0.016105581 0.013112378 0.008979112 0.015848108 0.010944471 0.011620668 0.018136168 0.01004145 0.011385881 0.008869552 0.009983707 0.012710448 0.01195614 0.015071486 0.011120321 0.011287624 0.009747764 0.009054391 0.022777634 0.012055227 0.012939111 0.012668044 0.016907927 0.01647371 0.01345413 0.0128538655 0.010535619 0.010940202 0.011302276 0.00997615 0.012003215 0.017751446 0.014034241 0.010738939 0.018744828 0.009964758 0.010282718 0.009421922 0.021097386 0.010260911 0.013989177 0.015556042 0.009614856 0.011725906 0.008757345 0.011077787 0.012142355 0.026440527 0.01499396 0.009961089 0.010938827 0.011335107 0.011184225 0.01717386 0.01510999 0.012456911 0.010013363 0.009826277 0.008912453 0.013372204 0.009334446 0.008179193 0.023281178 0.017880678 0.013013629 0.0073358705 0.016681705 0.00878851 0.01873809 0.011788973 0.013237966 0.008409396 0.011835789 0.013513499 0.02304289 0.018843453 0.013803492 0.026560796 0.009119812 0.015669644 0.010536534 0.010086841 0.010121743 0.0132844625 0.013965333 0.009254321 0.0122711575 0.0094168335 0.009553833 0.012754701 0.015463623 0.01600726 0.011788187 0.012668837 0.017825585 0.015737694 0.011948784 0.013647527 0.012072815 0.01306793 0.010600208 0.013347973 0.02141429 0.01295356 0.015588798 0.012232831 0.016085943 0.016318403 0.0104605295 0.03131241 0.013719932 0.009837611 0.011503443 0.018252037 0.012628346 0.010960074 0.0129091665 0.009012421 0.011132688 0.00969328 0.012782529 0.008891925 0.010822144 0.012042214 0.011673629 0.018142173 0.014163694 0.011579513 0.01411841 0.014038198 0.010853287 0.040987223 0.008262628 0.017990114 0.015831983 0.009426429 0.009803815 0.009088555 0.02680712 0.014840219 0.008827098 0.012503166 0.008812626 0.0142785 0.00977905 0.013050901 0.0098871 0.012800839 0.01304426 0.011061015 0.009297069 0.010066514 0.00941268 0.009849422 0.010612468 0.01122683 0.010052095 0.010629603 0.011704372 0.011235482 0.0151590165,0.009189768 0.022308 0.012002068 0.013127247 0.013842371 0.010071252 0.013377599 0.012828901 0.010681783 0.009488856 0.008125997 0.010634554 0.02319597 0.019632665 0.0101480605 0.01674898 0.014282716 0.018233394 0.012355941 0.011482208 0.011159523 0.009234537 0.023404801 0.0105356295 0.015076012 0.011655742 0.01202656 0.013135902 0.012418517 0.010227881 0.010493322 0.016103616 0.013110778 0.008978017 0.015846172 0.010943135 0.011619249 0.018133953 0.0100402245 0.011384492 0.008868469 0.009982488 0.012708898 0.011954682 0.015069647 0.011118964 0.011286247 0.009746574 0.009053285 0.022774853 0.012053756 0.012937533 0.012666498 0.016905863 0.016471699 0.013452488 0.012852296 0.010534334 0.010938867 0.011300896 0.009974931 0.01200175 0.01774928 0.014032529 0.010737629 0.01874254 0.009963541 0.010281462 0.009420773 0.02109481 0.010259659 0.0139874695 0.015554143 0.0096136825 0.011724476 0.008756277 0.011076435 0.012140873 0.0264373 0.01499213 0.009959873 0.010937491 0.011333723 0.0111828605 0.017171765 0.015108146 0.01245539 0.010012141 0.009825079 0.008911366 0.013370572 0.009333307 0.008178195 0.023278335 0.017878497 0.01301204 0.0073349755 0.016679669 0.008787438 0.018735804 0.011787534 0.013236351 0.0084083695 0.011834345 0.01351185 0.023040077 0.018841155 0.013801808 0.026557554 0.0091186995 0.015667733 0.010535249 0.01008561 0.010120507 0.013282841 0.013963629 0.009253193 0.01226966 0.009415684 0.009552667 0.012753144 0.015461735 0.016005306 0.011786749 0.012667291 0.01782341 0.015735773 0.011947325 0.013645861 0.012071341 0.013066335 0.010598915 0.013346344 0.021411676 0.0129519785 0.015586895 0.012231338 0.01608398 0.016316412 0.010459254 0.031308588 0.013718258 0.00983641 0.011502039 0.01824981 0.012626804 0.010958737 0.012907592 0.009011321 0.011131329 0.009692097 0.012780969 0.00889084 0.010820824 0.012040745 0.011672205 0.01813996 0.014161966 0.011578099 0.014116687 0.014036485 0.0108519625 0.040982224 0.00826162 0.01798792 0.01583005 0.009425279 0.009802619 0.009087446 0.026803847 0.014838409 0.008826021 0.012501639 0.00881155 0.014276758 0.009777856 0.013049308 0.009885894 0.012799276 0.013042668 0.011059664 0.009295934 0.0100652855 0.009411531 0.00984822 0.010611174 0.01122546 0.010050869 0.010628305 0.0117029445 0.01123411 0.015157166,,
