ftmp_id,size,max,sat,normratio,scale,exp
37,60x64x176x64,2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156 2.622156,2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836 2.621836,,0,0
41,60x64x176x64,6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877 6.2159877,3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004 3.6906004,,0,0
44,60x64x176x64,6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667,4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338,,0,0
46,60x64x176x64,6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667 6.6776667,4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338 4.173338,,0,0
50,60x32x88x128,12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565,4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209 4.575209,,0,0
52,60x32x88x128,12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565 12.199565,6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825 6.0997825,,0,0
56,60x32x88x128,12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775 12.362775,7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146 7.3401146,,0,0
60,60x32x88x128,8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346 8.453346,3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677 3.6984677,,0,0
63,60x32x88x128,15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499,8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255 8.4029255,,0,0
65,60x32x88x128,15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499 15.817499,7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496 7.9087496,,0,0
69,60x32x88x128,15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901 15.837901,10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019 10.393019,,0,0
