ftmp_id,size,max,sat,normratio,scale,exp
308,10x64x176x64,5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577 5.177577,3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875 3.3975875,,0,0
312,10x64x176x64,5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256 5.2313256,3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968 3.5962968,,0,0
316,10x64x176x64,4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872 4.7995872,3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447 3.449447,,0,0
320,10x64x176x64,4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695 4.724695,3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225 3.3956225,,0,0
324,10x64x176x64,4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054 4.1339054,3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828 3.3584828,,0,0
328,10x64x176x64,4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214 4.4722214,3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933 3.3538933,,0,0
337,10x64x176x64,2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193 2.6761193,1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597 1.3380597,,0,0
338,10x64x176x64,3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978 3.1268978,1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489 1.5634489,,0,0
339,10x64x176x64,2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366 2.987366,1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683 1.493683,,0,0
340,10x64x176x64,2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129 2.1250129,1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064 1.0625064,,0,0
341,10x64x176x64,2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889 2.144889,1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446 1.0724446,,0,0
342,10x64x176x64,2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635 2.3398635,1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318 1.1699318,,0,0
346,10x64x176x64,3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394 3.6036394,2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096 2.7025096,,0,0
350,10x64x176x64,4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473 4.189473,2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822 2.7491822,,0,0
354,10x64x176x64,4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276 4.0895276,2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632 2.8113632,,0,0
358,10x64x176x64,3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287 3.6091287,2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685 2.5938685,,0,0
362,10x64x176x64,3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334 3.5636334,2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078 2.6725078,,0,0
366,10x64x176x64,4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567 4.042567,2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797 2.7790797,,0,0
